SL,Name of the Manufacturer,Brand Name,Dosages Description,Generic Name and Strength,DAR
288,Al-Rej Laboratories (Ay),Sanjivani Rasayan,Liquid,Sanjivani Rasayan,AY-18-A-011
289,Al-Rej Laboratories (Ay),Kankasav,Liquid,Kanakasav,AY-18-A-012
290,Al-Rej Laboratories (Ay),Amalaki Rasayan,Liquid,Amalaki Rasayan,AY-18-A-013
291,Al-Rej Laboratories (Ay),Ashwagandha,Liquid,Ashwagandha,AY-18-A-014
292,Al-Rej Laboratories (Ay),Dasamularista,Liquid,Dasamularista,AY-18-A-015
293,Al-Rej Laboratories (Ay),Saribadyarista,Liquid,Saribadyarista,AY-18-A-016
294,Al-Rej Laboratories (Ay),Mahagni Bati,Tablet,Mahagni Bati,AY-18-A-017
295,Al-Rej Laboratories (Ay),Pittantak Louha,Capsule,Pittantak Louha,AY-18-A-018
296,Al-Rej Laboratories (Ay),Brihat kamchuramani,Capsule,Brihat Kamchuramani,AY-18-A-019
297,Al-Rej Laboratories (Ay),Manmathavra Ras,Capsule,Manmathavra Ras,AY-18-A-020
298,Al-Rej Laboratories (Ay),Krimi Mudga Ras,Tablet,Krimi Mudgar Ras,AY-18-A-021
299,Al-Rej Laboratories (Ay),Agnitundi Bati,Tablet,Agnitundi Bati,AY-18-A-022
300,Al-Rej Laboratories (Ay),Mahalaksmi Bilas,Tablet,Mahalaksmi Bilas (Shirorog),AY-18-A-023
301,Al-Rej Laboratories (Ay),Vaskar Lavan,Tablet,Vaskar Lavan,AY-18-A-024
302,Al-Rej Laboratories (Ay),Ratibilas Bati,Tablet,Ratibilas Bati,AY-18-A-025
303,Al-Rej Laboratories (Ay),Raja Prabartini Bati,Tablet,Raja Prabartini Bati,AY-18-A-026
304,Al-Rej Laboratories (Ay),Pradarantak Louha,Capsule,Pradarantak Louha,AY-18-A-027
305,Al-Rej Laboratories (Ay),Nabayas Louha,Tablet,Nabayas Louha,AY-18-A-028
306,Al-Rej Laboratories (Ay),Lilabilas,Tablet,Lilabilas,AY-18-A-029
307,Al-Rej Laboratories (Ay),Kamini Vidravan Ras,Capsule,Kamini Vidravan Ras,AY-18-A-030
308,Al-Rej Laboratories (Ay),Joubansatadal,Tablet,Joubansatadal,AY-18-A-031
309,Al-Rej Laboratories (Ay),Dhatri Louha,Tablet,Dhatri Louha,AY-18-A-032
310,Al-Rej Laboratories (Ay),Brihat Bat Chintamani,Tablet,Brihat Bat Chintamani,AY-18-A-033
311,Al-Rej Laboratories (Ay),Brihat Burnachandra Ras,Tablet,Brihat Purnachandra Ras,AY-18-A-034
312,Al-Rej Laboratories (Ay),Bahu Mutrantak Ras,Capsule,Bahu Mutrantak Ras,AY-18-A-035
313,Al-Rej Laboratories (Ay),Nagendra Bati,Tablet,Nagendra Bati,AY-18-A-036
314,Al-Rej Laboratories (Ay),EMID,Liquid,Patrangasav,AY-18-A-001
315,Al-Rej Laboratories (Ay),Mburg,Liquid,Balarista,AY-18-A-002
316,Al-Rej Laboratories (Ay),Mixis,Liquid,Rohitakarista,AY-18-A-006
317,Al-Rej Laboratories (Ay),Arom,Liquid,Mustakarista,AY-18-A-004
318,Al-Rej Laboratories (Ay),Rotun,Liquid,Chandanasav,AY-18-A-005
319,Al-Rej Laboratories (Ay),Holar,Liquid,Kutajarista,AY-18-A-006
320,Alme Laboratories (Ayurvedic),Echina Cold,Capsule,Echinacea,AY-71-A-043
321,Alme Laboratories (Ayurvedic),Thistle-B,Capsule,Milk Thistle,AY-71-A-044
322,Alme Laboratories (Ayurvedic),Menoace,Capsule,Black Cohosh,AY-71-A-046
323,Alme Laboratories (Ayurvedic),Coral-B,Capsule,Brihat Bat Chintamani,AY-71-A-032
324,Alme Laboratories (Ayurvedic),Garliace,Capsule,Garlic,AY-71-A-037
325,Alme Laboratories (Ayurvedic),S-Max,Capsule,Asparagus,AY-71-A-035
326,Alme Laboratories (Ayurvedic),Sperma,Capsule,Joubansatadal,AY-71-A-030
327,Alme Laboratories (Ayurvedic),Orthorich 500 mg,Capsule,Jogaraj Guggulu,AY-71-A-033
328,Alme Laboratories (Ayurvedic),Ginko-B,Capsule,Ginkgo Biloba,AY-71-A-045
329,Alme Laboratories (Ayurvedic),Genseng-B,Capsule,Ginseng,AY-71-A-039
330,Alme Laboratories (Ayurvedic),Naspira,Capsule,Spirulina,AY-71-A-040
331,Alme Laboratories (Ayurvedic),Fertile Guard,Capsule,Aswagandharista,AY-71-A-036
332,Alme Laboratories (Ayurvedic),Nastrum,Capsule,Water Cress,AY-71-A-042
333,Alme Laboratories (Ayurvedic),B-Chirata,Capsule,Chirata,AY-71-A-038
334,Alme Laboratories (Ayurvedic),S-Care,Semi-Solid,Sukrasanjibani Modak,AY-71-A-025
335,Alme Laboratories (Ayurvedic),Siar Oil,Oil (Liquid),Shri Gopal Taila,AY-71-A-021
336,Alme Laboratories (Ayurvedic),BN-Oil,Oil (Liquid),Madhyam Narayan Taila,AY-71-A-017
337,Alme Laboratories (Ayurvedic),Memo Rich,Syrup,BrahmiRasayan / Sarswatarista,AY-71-A-027
338,Alme Laboratories (Ayurvedic),Somifera,Syrup,Aswagandharista,AY-71-A-024
339,Alme Laboratories (Ayurvedic),Mucona-B,Syrup,Sanjivani Rasayan,AY-71-A-022
340,Alme Laboratories (Ayurvedic),Ucona-B,Syrup,Bhimras,AY-71-A-028
341,Alme Laboratories (Ayurvedic),Draksharista,Syrup,Draksharista,AY-71-A-016
342,Alme Laboratories (Ayurvedic),Prasarani Sadhan,Syrup,Prasarani Sandhan,AY-71-A-018
343,Alme Laboratories (Ayurvedic),Lakshanarista,Syrup,Lakshanarista,AY-71-A-019
344,Alme Laboratories (Ayurvedic),Amritarista,Syrup,Amritarista,AY-71-A-020
345,Alme Laboratories (Ayurvedic),Jambadyarista,Syrup,Jambadyarista,AY-71-A-023
346,Alme Laboratories (Ayurvedic),Manjisthasav,Syrup,Manjisthasav,AY-71-A-026
347,Alme Laboratories (Ayurvedic),Abhayarista,Syrup,Abhayarista,AY-71-A-029
348,Alme Laboratories (Ayurvedic),Shankhadi Churna,Capsule,Sulantak Churna / Shankhadi Churna,AY-71-A-031
349,Alme Laboratories (Ayurvedic),Dashan Sanskar Churna,Powder,Dashan Sanskar Churna,AY-71-A-034
350,Alme Laboratories (Ayurvedic),Mritasanjibani,Syrup,Mritasanjibani (Bajikaran),AY-71-A-041
351,Alme Laboratories (Ayurvedic),Flora Guard,Capsule,Brewers Yeast,AY-71-A-047
352,Alme Laboratories (Ayurvedic),Argin-X 500 mg,Capsule,Ratibilas Bati,AY-71-A-048
353,Alme Laboratories (Ayurvedic),Kamini Vidravan Ras,Capsule,Kamini Vidravan Ras,AY-71-A-049
354,Alme Laboratories (Ayurvedic),Thistle-B 140 mg,Capsule,Milk Thistle 140 mg,AY-71-A-051
355,Alme Laboratories (Ayurvedic),Pmace 500 mg,Capsule,Evening Primrose Oil,AY-71-A-052
356,Alme Laboratories (Ayurvedic),Uroace 160 mg,Capsule,Saw Palmetto 160 mg,AY-71-A-053
357,Alme Laboratories (Ayurvedic),Ginko-B 60 mg,Capsule,Ginkgo Biloba 60 mg,AY-71-A-050
358,Alme Laboratories (Ayurvedic),D-Vitcin,Liquid,Aravindasav,AY-71-A-001
359,Alme Laboratories (Ayurvedic),D-Dinoge,Liquid,Kutajarista,AY-71-A-002
360,Alme Laboratories (Ayurvedic),D-Cid,Liquid,Amalaki Rasayan,AY-71-A-003
361,Alme Laboratories (Ayurvedic),D-Kalamegh,Liquid,Kalameghasav,AY-71-A-004
362,Alme Laboratories (Ayurvedic),D-Feronum,Liquid,Louhasav,AY-71-A-005
363,Alme Laboratories (Ayurvedic),Tribulas,Liquid,Dasamularista,AY-71-A-006
364,Alme Laboratories (Ayurvedic),D-Femolina,Liquid,Patrangasav,AY-71-A-007
365,Alme Laboratories (Ayurvedic),D-Vasaka,Liquid,Vasakarista / Vasakasav,AY-71-A-008
366,Alme Laboratories (Ayurvedic),S-Kin,Liquid,Saribadyarista,AY-71-A-009
367,Alme Laboratories (Ayurvedic),D-Vitason,Liquid,Balarista,AY-71-A-010
368,Alme Laboratories (Ayurvedic),Cardioace,Liquid,Arjunarista,AY-71-A-011
369,Alme Laboratories (Ayurvedic),Gyno Win,Liquid,Ashokarista,AY-71-A-012
370,Alme Laboratories (Ayurvedic),D-Alka,Liquid,Chandanasav,AY-71-A-013
371,Alme Laboratories (Ayurvedic),D-Livanin,Liquid,Rohitakarista,AY-71-A-014
372,Alme Laboratories (Ayurvedic),D-Peptazine,Liquid,Mustakarista,AY-71-A-015
373,Alme Laboratories (Ayurvedic),Alme Gasnil,Capsule,Hingastak Churna,AY-71-A-054
374,Alme Laboratories (Ayurvedic),Alme Isabgul,Powder,Isabgul Plane,AY-71-A-055
375,Alme Laboratories (Ayurvedic),Ispaghul,Powder,Ispaghula Husk,AY-71-A-056
376,"Altex Laboratories Ltd., (Ay)",Altovita,Liquid,Aswagandharista,AY-41-A-007
377,"Altex Laboratories Ltd., (Ay)",Altorist,Liquid,Punarnavadyarista,AY-41-A-008
378,"Altex Laboratories Ltd., (Ay)",Altozin,Liquid,Dasamularista,AY-41-A-014
379,"Altex Laboratories Ltd., (Ay)",Altopep,Liquid,Jirakadyarista / Jirakarista,AY-41-A-016
380,"Altex Laboratories Ltd., (Ay)",Altomin,Liquid,Ashokarista,AY-41-A-001
381,"Altex Laboratories Ltd., (Ay)",Altofed,Liquid,Amritarista,AY-41-A-002
382,"Altex Laboratories Ltd., (Ay)",Altosina,Liquid,Kutajarista,AY-41-A-005
383,"Altex Laboratories Ltd., (Ay)",Altoline,Liquid,Chandanasav,AY-41-A-006
384,"Altex Laboratories Ltd., (Ay)",Altro-B,Liquid,Balarista,AY-41-A-010
385,"Altex Laboratories Ltd., (Ay)",Altomat,Liquid,Abhayarista,AY-41-A-011
386,"Altex Laboratories Ltd., (Ay)",Altocid,Liquid,Amalaki Rasayan,AY-41-A-012
387,"Altex Laboratories Ltd., (Ay)",Coftuch,Liquid,Draksharista,AY-41-A-013
388,"Altex Laboratories Ltd., (Ay)",Altocard,Liquid,Arjunarista,AY-41-A-015
389,"Altex Laboratories Ltd., (Ay)",Altozyme,Liquid,Mustakarista,AY-41-A-017
390,"Altex Laboratories Ltd., (Ay)",Altroderma,Liquid,Saribadyarista,AY-41-A-018
391,"Altex Laboratories Ltd., (Ay)",Vasatex,Liquid,Vasakarista / Vasakasav,AY-41-A-019
392,Amee Laboratories (Ay),Amee Vit-G,Liquid,Aswagandharista,AY-13-A-001
393,Amee Laboratories (Ay),Serme,Liquid,Saribadyasav,AY-13-A-002
394,Amee Laboratories (Ay),Amee Amlaki,Liquid,Amalaki Rasayan,AY-13-A-003
395,Amee Laboratories (Ay),Azmalin,Liquid,Draksharista,AY-13-A-004
396,Amee Laboratories (Ay),Minestued,Liquid,Ashokarista,AY-13-A-005
397,Amee Laboratories (Ay),U-KR,Liquid,Chandanasav,AY-13-A-006
398,Amee Laboratories (Ay),Lico-KR,Liquid,Patrangasav,AY-13-A-007
399,Amee Laboratories (Ay),Allay,Liquid,Mustakarista,AY-13-A-008
400,Amee Laboratories (Ay),Amee Cold,Liquid,Vasakarista / Vasakasav,AY-13-A-009
401,Amee Laboratories (Ay),Udaayan Vaskar,Liquid,Udaya Bhaskar,AY-13-A-010
402,Amee Laboratories (Ay),Amee Quein,Tablet,Raja Prabartini Bati,AY-13-A-011
403,Amee Laboratories (Ay),Ameshandi,Tablet,Brihat Vat Gajangkush,AY-13-A-012
404,Amee Laboratories (Ay),Amee Asmalin,Tablet,Swaskaschintamoni,AY-13-A-013
405,Amee Laboratories (Ay),Amee Liquorine,Tablet,Pradarantak Louha,AY-13-A-014
406,Amee Laboratories (Ay),Ameedys,Liquid,Kutajarista,AY-13-A-015
407,Amee Laboratories (Ay),Tek Clim,Tablet,Trushanadya Louha,AY-13-A-016
408,Amee Laboratories (Ay),Freshinn,Tablet,Labangadi Bati,AY-13-A-017
409,Amee Laboratories (Ay),Vegaan,Tablet,Kamini Vidravan Ras,AY-13-A-018
410,Amee Laboratories (Ay),Ameplex,Liquid,BrahmiRasayan / Sarswatarista,AY-13-A-019
411,Amee Laboratories (Ay),Feverfit,Oil (Liquid),Aswaganda Taila,AY-13-A-020
412,Amee Laboratories (Ay),Viger,Tablet,Brihat Chandrodaya Makardwaja,AY-13-A-021
413,Amee Laboratories (Ay),Amee CL 500,Tablet,Ratibilas Bati,AY-13-A-022
414,Amee Laboratories (Ay),Vigoton,Liquid,Bhimras,AY-13-A-023
415,Amee Laboratories (Ay),Maglif,Liquid,Kalameghasav,AY-13-A-024
416,Amee Laboratories (Ay),Varme,Tablet,Vaskar Lavan,AY-13-A-025
417,Amee Laboratories (Ay),Vic-M,Liquid,Mritasanjibani Jwar,AY-13-A-026
418,Amee Laboratories (Ay),Ameebak,Liquid,Sanjivani Rasayan,AY-13-A-028
419,Amee Laboratories (Ay),Rist-X,Liquid,Balarista,AY-13-A-034
420,Amee Laboratories (Ay),Fibar,Tablet,Kurchi,AY-13-A-042
421,Amee Laboratories (Ay),Meg 3inn,Capsule,Kalamegh,AY-13-A-046
422,Amee Laboratories (Ay),NT Sep,Ointment,Comfrey,AY-13-A-045
423,Amee Laboratories (Ay),Amee 2 Z gol,Capsule,Spirulina,AY-13-A-027
424,Amee Laboratories (Ay),Zouban,Powder,Nagbaladya Churna,AY-13-A-029
425,Amee Laboratories (Ay),X-Part,Oil (Liquid),Shri Gopal Taila,AY-13-A-030
426,Amee Laboratories (Ay),Depx,Liquid,Upasam,AY-13-A-031
427,Amee Laboratories (Ay),Chil-Vit,Liquid,Aravindasav,AY-13-A-032
428,Amee Laboratories (Ay),Agebak,Liquid,Dasamularista,AY-13-A-033
429,Amee Laboratories (Ay),Amekol,Ointment,Dadru Dalan,AY-13-A-035
430,Amee Laboratories (Ay),Amed 500,Tablet,Kutajaghana Bati/Kutaja Bati,AY-13-A-036
431,Amee Laboratories (Ay),Long Vit-G,Capsule,Ginkgo Biloba 120 mg,AY-13-A-040
432,Amee Laboratories (Ay),Amegol,Capsule,Ashwagandha,AY-13-A-043
433,Amee Laboratories (Ay),Ame-lif,Capsule,Cowhage,AY-13-A-044
434,Anirban Medicinal Industries (Ay),Bronchofera,Liquid,Maha Draksharista,AY-39-A-001
435,Anirban Medicinal Industries (Ay),Pepnic,Liquid,Mustakarista,AY-39-A-002
436,Anirban Medicinal Industries (Ay),Piparex,Liquid,Vidangarista,AY-39-A-003
437,Anirban Medicinal Industries (Ay),Astanon,Tablet,Kamini Vidravan Ras,AY-39-A-004
438,Anirban Medicinal Industries (Ay),Anigyl,Liquid,Kutajarista,AY-39-A-005
439,Anirban Medicinal Industries (Ay),Arocin,Liquid,Jirakadyarista / Jirakarista,AY-39-A-006
440,Anirban Medicinal Industries (Ay),Odinal,Liquid,Punarnavadyarista,AY-39-A-007
441,Anirban Medicinal Industries (Ay),Feverex,Liquid,Amritarista,AY-39-A-008
442,Anirban Medicinal Industries (Ay),Arjunarist,Liquid,Arjunarista,AY-39-A-009
443,Anirban Medicinal Industries (Ay),Dentacure,Liquid,Dantyarista,AY-39-A-010
444,Anirban Medicinal Industries (Ay),Branex,Liquid,BrahmiRasayan / Sarswatarista,AY-39-A-011
445,Anirban Medicinal Industries (Ay),Vinetex,Liquid,Dasamularista,AY-39-A-012
446,Anirban Medicinal Industries (Ay),Dijent,Liquid,Jamani Arka,AY-39-A-013
447,Anirban Medicinal Industries (Ay),Diaban,Liquid,Jambadyarista,AY-39-A-014
448,Anirban Medicinal Industries (Ay),Arovin,Liquid,Aravindasav,AY-39-A-015
449,Anirban Medicinal Industries (Ay),Fecof,Liquid,Vasakarista / Vasakasav,AY-39-A-016
450,Anirban Medicinal Industries (Ay),Lurin,Liquid,Ashokarista,AY-39-A-017
451,Anirban Medicinal Industries (Ay),Hemotone,Liquid,Louhasav,AY-39-A-018
452,Anirban Medicinal Industries (Ay),Pyorin,Powder,Dashan Sanskar Churna,AY-39-A-019
453,Anirban Medicinal Industries (Ay),Aphaliv,Liquid,Rohitakarista,AY-39-A-020
454,Anirban Medicinal Industries (Ay),Anicin,Tablet,Karpur Ras,AY-39-A-021
455,Anirban Medicinal Industries (Ay),Carzin,Tablet,Vaskar Lavan,AY-39-A-022
456,Anirban Medicinal Industries (Ay),Chyabanprash,Semi-Solid,Chyabanprash,AY-39-A-023
457,Anirban Medicinal Industries (Ay),Pavorin,Liquid,Chandanasav,AY-39-A-024
458,Anirban Medicinal Industries (Ay),Leucocin,Liquid,Patrangasav,AY-39-A-025
459,Anirban Medicinal Industries (Ay),Dermacin,Ointment,Dadru Dalan,AY-39-A-026
460,Anirban Medicinal Industries (Ay),Cincola,Liquid,Aswagandharista,AY-39-A-027
461,Anirban Medicinal Industries (Ay),Rheum Oil,Oil (Liquid),Batrakhashi Taila,AY-39-A-028
462,Anirban Medicinal Industries (Ay),Gasto Pain,Tablet,Mahagni Bati,AY-39-A-029
463,Anirban Medicinal Industries (Ay),Skinal,Liquid,Saribadyarista,AY-39-A-030
464,Anirban Medicinal Industries (Ay),Anicid,Liquid,Amalaki Rasayan,AY-39-A-031
465,Anirban Medicinal Industries (Ay),Rheumed,Liquid,Rasnasav,AY-39-A-032
466,Anirban Medicinal Industries (Ay),Balarist,Liquid,Balarista,AY-39-A-033
467,Anirban Medicinal Industries (Ay),Leucap,Capsule,Pradarantak Ras,AY-39-A-034
468,Anirban Medicinal Industries (Ay),Livocil,Capsule,Arogya Vardhani,AY-39-A-035
469,Anirban Medicinal Industries (Ay),Rheucin,Capsule,Nagendra Bati,AY-39-A-036
470,Anirban Medicinal Industries (Ay),Pulmocin,Capsule,Swaskaschintamoni,AY-39-A-037
471,Anirban Medicinal Industries (Ay),Tinocap,Capsule,Manikya Ras,AY-39-A-038
472,Anirban Medicinal Industries (Ay),Menocin,Capsule,Raja Prabartini Bati,AY-39-A-039
473,Anirban Medicinal Industries (Ay),Hepacin,Capsule,Nabayas Louha,AY-39-A-040
474,Anirban Medicinal Industries (Ay),Menizin,Capsule,Mahalaksmi Bilas (Shirorog),AY-39-A-041
475,Anirban Medicinal Industries (Ay),Silgold,Capsule,Brihat Purnachandra Ras,AY-39-A-042
476,Anirban Medicinal Industries (Ay),Laxatig,Capsule,Icchabhedi Ras,AY-39-A-043
477,Anirban Medicinal Industries (Ay),Varvitone Plus,Liquid,Bhimras,AY-39-A-044
478,Anirban Medicinal Industries (Ay),Pilin,Liquid,Abhayarista,AY-39-A-045
479,Anirban Medicinal Industries (Ay),Androliv,Liquid,Kalameghasav,AY-39-A-046
480,Anirban Medicinal Industries (Ay),Spermovit,Liquid,Sanjivani Rasayan,AY-39-A-047
481,Anirban Medicinal Industries (Ay),Spertum,Modak,Sukrasanjibani Modak,AY-39-A-048
482,Anirban Medicinal Industries (Ay),Peptinal,Capsule,Dhatri Louha,AY-39-A-049
483,Anirban Medicinal Industries (Ay),Dimazol,Capsule,Pijushballi Ras,AY-39-A-050
484,Anirban Medicinal Industries (Ay),Sinuzin,Capsule,Kaphaketu,AY-39-A-051
485,Anirban Medicinal Industries (Ay),Cyrona,Capsule,Barunadya Louha,AY-39-A-052
486,Anirban Medicinal Industries (Ay),Dialium,Capsule,Basanta Kusumakar Ras,AY-39-A-053
487,Anirban Medicinal Industries (Ay),Diatra,Capsule,Bhubaneswar,AY-39-A-054
488,Anirban Medicinal Industries (Ay),Corvit(A-Z),Capsule,Makardhwaj Rasayan,AY-39-A-055
489,Anirban Medicinal Industries (Ay),Neurozin,Capsule,Brihat Vat Gajangkush,AY-39-A-056
490,Anirban Medicinal Industries (Ay),Zin-15,Liquid,Brihat Agnikumar Ras (Agnimandaya),AY-39-A-057
491,Anirban Medicinal Industries (Ay),Evacuant,Semi-Solid,Haritaki Khanda / Amrita Haritaki,AY-39-A-058
492,Anirban Medicinal Industries (Ay),Rochok,Liquid,Upasam,AY-39-A-059
493,Anirban Medicinal Industries (Ay),Rider,Oil (Liquid),Maha Chandanadi Taila,AY-39-A-060
494,Anirban Medicinal Industries (Ay),Winner,Capsule,Joubansatadal,AY-39-A-061
495,Anirban Medicinal Industries (Ay),Pilax,Capsule,Chandraprabha Gudika,AY-39-A-062
496,Anirban Medicinal Industries (Ay),Piris,Capsule,Biranga Louha,AY-39-A-063
497,Anirban Medicinal Industries (Ay),Target,Capsule,Ratibilas Bati,AY-39-A-064
498,Anirban Medicinal Industries (Ay),Tribula,Capsule,Tarakeswar,AY-39-A-065
499,Anirban Medicinal Industries (Ay),Femica,Capsule,Chandrangshu Ras,AY-39-A-066
500,Anirban Medicinal Industries (Ay),Dermin,Capsule,Brihat Khadir Batika,AY-39-A-067
501,Anirban Medicinal Industries (Ay),Cardica,Capsule,Nagarjunabvra,AY-39-A-068
502,Anirban Medicinal Industries (Ay),Aroma,Capsule,Brishadhwaja Ras,AY-39-A-069
503,Anirban Medicinal Industries (Ay),Stamina,Capsule,Manmathavra Ras,AY-39-A-070
504,Anirban Medicinal Industries (Ay),Neuro-A,Capsule,Akangabir,AY-39-A-071
505,Anirban Medicinal Industries (Ay),Horzin,Capsule,Kantha Sudha,AY-39-A-072
506,Anirban Medicinal Industries (Ay),Alaris,Modak,Brihat Haridra Khanda / Sheeta Pittari,AY-39-A-073
507,Anirban Medicinal Industries (Ay),Painer,Modak,Chagaladya Ghrita,AY-39-A-074
508,Anirban Medicinal Industries (Ay),Baharer Nani,Cream,Baharer Nani,AY-39-A-075
509,Anirban Medicinal Industries (Ay),Lipra,Liquid,Khadirarista,AY-39-A-076
510,Anirban Medicinal Industries (Ay),Pain Oil,Oil (Liquid),Saptaprasta Mahamash Taila,AY-39-A-077
511,Anirban Medicinal Industries (Ay),Alokeshi,Oil (Liquid),Mahabhringaraj Taila,AY-39-A-078
512,Anirban Medicinal Industries (Ay),Rectal Oil,Oil (Liquid),Brihat Kasishadya Tila,AY-39-A-079
513,Anirban Medicinal Industries (Ay),Asthmina,Oil (Liquid),Brihat Chandanadi Taila,AY-39-A-080
514,Anirban Medicinal Industries (Ay),Casina,Liquid,Kanakasav,AY-39-A-081
515,Anirban Medicinal Industries (Ay),Mesaki,Liquid,Mritasanjibani (Bajikaran),AY-39-A-082
516,Anirban Medicinal Industries (Ay),Slimo,Capsule,Barabagni Ras,AY-39-A-083
517,Anirban Medicinal Industries (Ay),Dramacin,Capsule,Nidrakar Bati,AY-39-A-084
518,Anirban Medicinal Industries (Ay),Typhi,Capsule,Kasturi Bhairav,AY-39-A-085
519,Anirban Medicinal Industries (Ay),Dysent Plus,Capsule,Kutajaghana Bati/Kutaja Bati,AY-39-A-086
520,Anirban Medicinal Industries (Ay),Trapa,Capsule,Tankan Bati,AY-39-A-087
521,Anirban Medicinal Industries (Ay),Sidatel,Capsule,Naradiya Mahalaskmi Bilas,AY-39-A-088
522,Anirban Medicinal Industries (Ay),Amlacid,Capsule,Lilabilas,AY-39-A-089
523,Anirban Medicinal Industries (Ay),Mimo,Capsule,Shibani Bati,AY-39-A-090
524,Anirban Medicinal Industries (Ay),Neem,Capsule,Neem,AY-39-A-091
525,Anirban Medicinal Industries (Ay),Spirulina,Capsule,Spirulina,AY-39-A-092
526,Anirban Medicinal Industries (Ay),Chirata,Capsule,Chirata,AY-39-A-093
527,Anirban Medicinal Industries (Ay),Capsicum,Capsule,Capsicum / Cayeni,AY-39-A-094
528,Anirban Medicinal Industries (Ay),Kalozira,Capsule,Nigella,AY-39-A-009
529,Anirban Medicinal Industries (Ay),Biloba,Capsule,Ginkgo Biloba,AY-39-A-096
530,Anirban Medicinal Industries (Ay),Saw Palmetto,Capsule,Saw Palmetto,AY-39-A-097
531,Anirban Medicinal Industries (Ay),Rauwolfia,Capsule,Rauwolfia,AY-39-A-098
532,Anirban Medicinal Industries (Ay),Evening Primrose,Capsule,Evening Primrose Oil,AY-39-A-099
533,Anirban Medicinal Industries (Ay),Ani-Ginsen,Capsule,Ginseng,AY-39-A-100
534,Anirban Medicinal Industries (Ay),Garlic,Capsule,Garlic,AY-39-A-101
535,Anirban Medicinal Industries (Ay),Frozil,Capsule,Vat Gajangkus,AY-39-A-102
536,Anirban Medicinal Industries (Ay),Ani-Carrot,Syrup,Wild Carrot,AY-39-A-103
537,Anirban Medicinal Industries (Ay),Relagin,Capsule,Shilajut Batika,AY-39-A-104
538,Anirban Medicinal Industries (Ay),Ani-Feamin,Liquid,Laboni,AY-39-A-105
539,Anirban Medicinal Industries (Ay),Anical,Tablet,Horsetail,AY-39-A-106
540,Anirban Medicinal Industries (Ay),Ani-Melarin,Syrup,Asparagus,AY-39-A-107
541,Anirban Medicinal Industries (Ay),Ani-Ahrovit,Liquid,Dasamularista (Kasturi),AY-39-A-108
542,Anirban Medicinal Industries (Ay),Babimed,Liquid,Atisar Jog,AY-39-A-109
543,Anirban Medicinal Industries (Ay),Ani-Tinova,Liquid,Guruchyadi Kwath,AY-39-A-110
544,Anirban Medicinal Industries (Ay),Barba,Liquid,Jatayadi Kwath,AY-39-A-111
545,Anirban Medicinal Industries (Ay),Crativa,Liquid,Gokhuradi Kwath,AY-39-A-112
546,Anirban Medicinal Industries (Ay),Intracare,Liquid,Masbaladi Kwath,AY-39-A-113
547,Anirban Medicinal Industries (Ay),Healthy Plus,Semi-Solid,Shiba Modak,AY-39-A-114
548,Anirban Medicinal Industries (Ay),Ribid,Capsule,Sonitargal,AY-39-A-115
549,Anirban Medicinal Industries (Ay),Swapna,Capsule,Swapna Bilash,AY-39-A-116
550,Anirban Medicinal Industries (Ay),Ani-Nervocin,Capsule,Aswagandharista,AY-39-A-117
551,Anirban Medicinal Industries (Ay),Hojmin,Tablet,Ginger,AY-39-A-118
552,Anirban Medicinal Industries (Ay),Ani-Hydro,Tablet,Thankuni,AY-39-A-119
553,Antique Pharmaceuticals (Ay),Anak,Liquid,Punarnavasav,AY-138-A-11
554,Antique Pharmaceuticals (Ay),Anamin,Tablet,Raja Prabartini Bati,AY-138-A-7
555,Antique Pharmaceuticals (Ay),Phytomon,Tablet,Sukrasanjibani Modak,AY-138-A-9
556,Antique Pharmaceuticals (Ay),Anafleg,Liquid,Patrangasav,AY-138-A-2
557,Antique Pharmaceuticals (Ay),Anaron,Liquid,Louhasav,AY-138-A-8
558,Antique Pharmaceuticals (Ay),Anarist,Liquid,Saribadyarista,AY-138-A-5
559,Antique Pharmaceuticals (Ay),Anasis,Semi-Solid,Chyabanprash,AY-138-A-3
560,Antique Pharmaceuticals (Ay),Anatos,Liquid,Vasakarista / Vasakasav,AY-138-A-1
561,Antique Pharmaceuticals (Ay),Anlipo,Liquid,Rohitakarista,AY-138-A-4
562,Antique Pharmaceuticals (Ay),Anaseb,Liquid,Kanakasav,AY-138-A-10
563,Antique Pharmaceuticals (Ay),Dygian,Tablet,Vaskar Lavan,AY-138-A-6
564,Antique Pharmaceuticals (Ay),Anamegh,Liquid,Kalameghasav,AY-138-A-12
565,Antique Pharmaceuticals (Ay),Anervin,Liquid,Sanjivani Rasayan,AY-138-A-13
566,Antique Pharmaceuticals (Ay),Anazyme,Liquid,Mustakarista,AY-138-A-14
567,Antique Pharmaceuticals (Ay),Anaka,Liquid,Chandanasav,AY-138-A-15
568,Antique Pharmaceuticals (Ay),Anagold,Tablet,Makardwaja,AY-138-A-16
569,Antique Pharmaceuticals (Ay),Dervy,Tablet,Brihat Purnachandra Ras,AY-138-A-17
570,Antique Pharmaceuticals (Ay),Anleuco,Capsule,Pradarantak Ras,AY-138-A-18
571,Antique Pharmaceuticals (Ay),Andicap,Capsule,Mahasankha Bati,AY-138-A-19
572,Antique Pharmaceuticals (Ay),Anlivo,Capsule,Nabayas Louha,AY-138-A-20
