SL,Name of the Manufacturer,Brand Name,Dosages Description,Generic Name and Strength,DAR
966,UniMed UniHealth Pharmaceuticals Ltd. (Herbal Division),Tussivas,Syrup,Adhatoda Vasica,035-024-94
967,UniMed UniHealth Pharmaceuticals Ltd. (Herbal Division),GastroFree 500 mg,Tablet,Fermented Soy,035-019-94
968,UniMed UniHealth Pharmaceuticals Ltd. (Herbal Division),Femisitol 500,Capsule,D Chiro Inositol (Carob),035-020-94
969,UniMed UniHealth Pharmaceuticals Ltd. (Herbal Division),Ispahusk Regular,Powder,Ispaghula Husk,035-021-94
970,UniMed UniHealth Pharmaceuticals Ltd. (Herbal Division),Turperin,Capsule,Piperine + Turmeric Powdered Extract,035-023-94
971,UniMed UniHealth Pharmaceuticals Ltd. (Herbal Division),ProKult Powder,Powder,Bifidobacterium bifidum + Fructo-Oligosaccharide + Lactobacillus Acidophillus + Lactobacillus Bulgaricus,035-027-94
972,UniMed UniHealth Pharmaceuticals Ltd. (Herbal Division),XeroSoft Aloe + E,Lotion,Aloe + d-Alpha Tocopherol (Vitamin E),035-028-94
973,UniMed UniHealth Pharmaceuticals Ltd. (Herbal Division),Yover,Tablet,Yohimbine Hydrochloride,035-029-94
974,UniMed UniHealth Pharmaceuticals Ltd. (Herbal Division),Pro-Kult,Capsule,Bifidobacterium bifidum + Lactobacillus Acidophillus + Lactobacillus Bulgaricus,035-025-94
975,UniMed UniHealth Pharmaceuticals Ltd. (Herbal Division),Psyllium/Ispaghula Husk,Powder,Ispaghula Husk + Senna,035-001-94
976,UniMed UniHealth Pharmaceuticals Ltd. (Herbal Division),Milk Thistle,Capsule,Silymarin,035-002-94
977,UniMed UniHealth Pharmaceuticals Ltd. (Herbal Division),Spirulina,Powder,Spirulina,035-003-94
978,UniMed UniHealth Pharmaceuticals Ltd. (Herbal Division),Neuriva 60 mg,Capsule,Ginkgo Biloba,035-004-94
979,UniMed UniHealth Pharmaceuticals Ltd. (Herbal Division),Urosafe 400 mg,Capsule,Cranberry Concentrate Powder,035-008-94
980,UniMed UniHealth Pharmaceuticals Ltd. (Herbal Division),Flexirun 40 mg,Capsule,Undenatured Type II Collagen,035-009-94
981,UniMed UniHealth Pharmaceuticals Ltd. (Herbal Division),FRG 500 mg,Capsule,Ginseng,035-011-94
982,UniMed UniHealth Pharmaceuticals Ltd. (Herbal Division),Menoaid 40 mg,Capsule,Black Cohosh,035-012-94
983,UniMed UniHealth Pharmaceuticals Ltd. (Herbal Division),Sweet'N Zero,Powder,Stevia Leave Powder,035-013-94
984,UniMed UniHealth Pharmaceuticals Ltd. (Herbal Division),Prostera 160 mg,Capsule,Saw Palmetto,035-015-94
985,UniMed UniHealth Pharmaceuticals Ltd. (Herbal Division),Uniderma Aloe Vera Gel,Gel,Aloevera,035-017-94
986,UniMed UniHealth Pharmaceuticals Ltd. (Herbal Division),Evaoil 500 mg,Capsule,Evening Primrose Oil,035-018-94
987,UniMed UniHealth Pharmaceuticals Ltd. (Herbal Division),Novotin 1000 mcg,Capsule,Biotin,035-005-94
988,UniMed UniHealth Pharmaceuticals Ltd. (Herbal Division),Novotin 2500 mcg,Capsule,Biotin,035-006-94
989,UniMed UniHealth Pharmaceuticals Ltd. (Herbal Division),Novotin 5000 mcg,Capsule,Biotin,035-007-94
990,Unity Pharmaceuticals (Herbal),Neuro-U,Capsule,Ginkgo,025-0001-94
991,Unity Pharmaceuticals (Herbal),Desimen,Capsule,Ginseng,025-0002-94
992,Unity Pharmaceuticals (Herbal),Mood Aid,Capsule,St. John's Wort,025-0003-94
993,Unity Pharmaceuticals (Herbal),Spiron-U,Capsule,Spirulina,025-0004-94
994,Veritas Pharmaceuticals Ltd.,Pirugold 500,Capsule,Spirulina,034-001-94
995,Veritas Pharmaceuticals Ltd.,Improliv 140 mg,Capsule,Silymarin,034-002-94
996,Veritas Pharmaceuticals Ltd.,Abolib 60 mg,Capsule,Ginkgo Biloba,034-003-94
997,Veritas Pharmaceuticals Ltd.,Panaking 500 mg,Capsule,Panax Ginseng,034-004-94
998,Western Pharmaceuticals (Herbal),Spiru-Vita 500 mg,Capsule,Spirulina,006-0001-94
999,Western Pharmaceuticals (Herbal),Coryxia 500 mg,Capsule,Echinacea,006-0002-94
1000,Western Pharmaceuticals (Herbal),Ventocap 500 mg,Capsule,IVY Leaf,006-0003-94
1001,Western Pharmaceuticals (Herbal),Givicap,Capsule,Ginseng,006-0005-94
1002,Western Pharmaceuticals (Herbal),WeLax,Powder,Ispaghula Husk,006-0006-94
1003,Western Pharmaceuticals (Herbal),Varina,Capsule,Valerian,006-0008-94
1004,Western Pharmaceuticals (Herbal),Ura,Capsule,Pumpkin,006-0008-94
1005,Western Pharmaceuticals (Herbal),Suiter,Tablet,Stevia Leave Powder,006-0009-94
1006,Western Pharmaceuticals (Herbal),Merilix,Capsule,Silymarin,006-0011-94
1007,Western Pharmaceuticals (Herbal),Calbun,Ointment,Marigold,006-0010-94
1008,Western Pharmaceuticals (Herbal),Arnitol,Ointment,Arnica Flower,006-0012-94
1009,Western Pharmaceuticals (Herbal),Hepatec,Tablet,Green Tea,006-0013-94
1010,Western Pharmaceuticals (Herbal),Memo Plus,Capsule,Ginkgo,006-0014-94
1011,Western Pharmaceuticals (Herbal),Sleper,Capsule,St. John's Wort,006-0015-94
1012,Western Pharmaceuticals (Herbal),Livamilk,Capsule,Milk Thistle,006-0017-94
1013,Western Pharmaceuticals (Herbal),Cloviol,Syrup,Clove (Liquid),006-0004-94
1014,Western Pharmaceuticals (Herbal),Basik,Syrup,Adhatoda Vasica,006-0016-94
1015,Western Pharmaceuticals (Herbal),Urotan,Capsule,Saw Palmetto,006-0018-94
1016,Western Pharmaceuticals (Herbal),Probion,Capsule,Bifidobacterium bifidum + Fructo-Oligosaccharide + Lactobacillus Acidophillus + Lactobacillus Bulgaricus,006-0021-94
1017,Western Pharmaceuticals (Herbal),Menstuval,Capsule,Dongque,006-0020-94
1018,Western Pharmaceuticals (Herbal),Astonic,Capsule,Ashwagandha + Kosturi Lata,006-0019-94
1019,Western Pharmaceuticals (Herbal),Endrogen,Capsule,Evening Primrose Oil,006-022-94
1020,Western Pharmaceuticals (Herbal),Orgaton,Capsule,Bitter Melon (Korola),006-023-94
1021,Western Pharmaceuticals (Herbal),Ohitab,Tablet,Yohimbine Hydrochloride,006-024-94
1022,Western Pharmaceuticals (Herbal),Hypocol,Capsule,Garlic Oil,006-025-94
1023,Western Pharmaceuticals (Herbal),Ginplex,Syrup,Ginseng,006-026-94
1024,Western Pharmaceuticals (Herbal),JP-500,Capsule,Aloevera,006-027-94
1025,Western Pharmaceuticals (Herbal),Antidant,Capsule,Bee Pollen,006-028-94
1026,Western Pharmaceuticals (Herbal),Vitica,Capsule,Biotin,006-006-94
1027,Western Pharmaceuticals (Herbal),Clogzy,Capsule,Coenzyme Q-10,006-030-94
1028,Western Pharmaceuticals (Herbal),Cholezon,Capsule,Omega 3 Fish Oil,006-031-94
