SL,Name of the Manufacturer,Brand Name,Dosages Description,Generic Name and Strength,DAR
296,Aidhill Laboratories (Unani),Diasham,Capsule,Qurs Ziabit,U-080-A-018
297,Aidhill Laboratories (Unani),Orisham,Capsule,Habb-e Ambar Momiyaee,U-080-A-019
298,Aidhill Laboratories (Unani),Dersham,Liquid,Sharbat Musaffi,U-080-A-003
299,Aidhill Laboratories (Unani),Vesham,Liquid,Sharbat Seb,U-080-A-004
300,Aidhill Laboratories (Unani),Shamslin,Liquid,Sharbat Tiflin,U-080-A-005
301,Aidhill Laboratories (Unani),Jinsin-SH,Liquid,Sharbat Jinsin,U-080-A-006
302,Aidhill Laboratories (Unani),Uro-S,Liquid,Sharbat Buzuri,U-080-A-007
303,Aidhill Laboratories (Unani),Dirosham,Liquid,Sharbat Belgiri,U-080-A-008
304,Aidhill Laboratories (Unani),Hemosham,Liquid,Sharbat Faulad,U-080-A-010
305,Aidhill Laboratories (Unani),Hepasham,Liquid,Sharbat Deenar,U-080-A-011
306,Aidhill Laboratories (Unani),Memosham,Liquid,Sharbat Dimaghi,U-080-A-012
307,Aidhill Laboratories (Unani),Lecosham,Liquid,Sharbat Niswan,U-080-A-009
308,AKL Laboratories (Unani),Jansi,Liquid,Sharbat Jinsin,U-260-A-004
309,AKL Laboratories (Unani),Saraca,Liquid,Sharbat Niswan,U-260-A-005
310,AKL Laboratories (Unani),Reno Care,Liquid,Sharbat Buzuri,U-260-A-006
311,AKL Laboratories (Unani),Good Health,Liquid,Sharbat Misali,U-260-\A-007
312,AKL Laboratories (Unani),Pep Ned,Liquid,Arq Nankha,U-260-A-008
313,AKL Laboratories (Unani),One,Liquid,Sharbat Angoor,U-260-A-009
314,AKL Laboratories (Unani),Touch,Liquid,Arq Lahsun,U-260-A-010
315,AKL Laboratories (Unani),Toni Fruit,Liquid,Sharbat Mavez,U-260-A-011
316,AKL Laboratories (Unani),A-Amla,Liquid,Sharbat Amla,U-260-A-012
317,AKL Laboratories (Unani),A-Vasac,Liquid,Sharbat Vasac,U-260-A-013
318,AKL Laboratories (Unani),Quickton,Liquid,Hwema Bark Drink,U-260-A-014
319,AKL Laboratories (Unani),Seb Care,Liquid,Sharbat Seb,U-260-A-001
320,AKL Laboratories (Unani),Hepa Fit,Liquid,Sharbat Deenar,U-260-A-002
321,AKL Laboratories (Unani),A-Ferus,Liquid,Sharbat Faulad,U-260-A-003
322,Al Safa Laboratories (Unani),Antanol,Liquid,Humuzin,U-117-A-013
323,Al Safa Laboratories (Unani),Safaleco,Liquid,Sharbat Niswan,U-117-A-038
324,Al Safa Laboratories (Unani),Safa Hazmina,Liquid,Sharbat Hazmina,U-117-A-039
325,Al Safa Laboratories (Unani),Shanraj,Tablet,Habb-e Kabid Naushadri,U-117-A-040
326,Al Safa Laboratories (Unani),Saifaru,Tablet,Kushta Khare Mohra,U-117-A-041
327,Al Safa Laboratories (Unani),Safaron,Tablet,Qurs Hazmol,U-117-A-042
328,Al Safa Laboratories (Unani),Hapsy,Tablet,Habb-e Madar,U-117-A-043
329,Al Safa Laboratories (Unani),Safabon,Tablet,Qurs Awja,U-117-A-044
330,Al Safa Laboratories (Unani),Safaraj,Tablet,Habb-e Jawaher,U-117-A-045
331,Al Safa Laboratories (Unani),Muhajlin,Tablet,Qurs Muhazzil,U-117-A-046
332,Al Safa Laboratories (Unani),Saifa Kesh,Oil (Liquid),Rowghan Amla,U-117-A-047
333,Al Safa Laboratories (Unani),Safa Khorma,Halua,Majoon Arad-e Khurma,U-117-A-048
334,Al Safa Laboratories (Unani),Safadex,Semi-Solid,Majoon Mughalliz,U-117-A-049
335,Al Safa Laboratories (Unani),Safazirian,Powder,Sufoof Jiryan,U-117-A-050
336,Al Safa Laboratories (Unani),Aroplex,Liquid,Sharbat Misali,U-117-A-014
337,Al Safa Laboratories (Unani),Hashiton,Liquid,Sharbat Mavez,U-117-A-015
338,Al Safa Laboratories (Unani),Safacough,Liquid,Sharbat Vasac,U-117-A-016
339,Al Safa Laboratories (Unani),Golapton,Liquid,Sharbat Gajar,U-117-A-017
340,Al Safa Laboratories (Unani),Mastiton,Liquid,Sharbat Angoor,U-117-A-018
341,Al Safa Laboratories (Unani),Roktika,Liquid,Sharbat Faulad Jamuni,U-117-A-019
342,Al Safa Laboratories (Unani),Amton,Liquid,Sharbat Anar,U-117-A-020
343,Al Safa Laboratories (Unani),Safaplex,Liquid,Sharbat Gaozaban,U-117-A-021
344,Al Safa Laboratories (Unani),Jelyton,Liquid,Sharbat Amla,U-117-A-022
345,Al Safa Laboratories (Unani),Orengi,Liquid,Sharbat Dimaghi,U-117-A-023
346,Al Safa Laboratories (Unani),Anjely,Capsule,Qurs Rehmin,U-117-A-024
347,Al Safa Laboratories (Unani),Safa Ambari,Capsule,Habb-e Ambari,U-117-A-025
348,Al Safa Laboratories (Unani),Azmarin,Capsule,Habb-e Sual,U-117-A-026
349,Al Safa Laboratories (Unani),Razotto,Capsule,Habb-e Jadwar,U-117-A-027
350,Al Safa Laboratories (Unani),Herbosol,Capsule,Habb-e Jiryan,U-117-A-028
351,Al Safa Laboratories (Unani),Safacal,Capsule,Habb-e Hayaeen Murakkab,U-117-A-029
352,Al Safa Laboratories (Unani),Diaron,Capsule,Qurs Ziabit,U-117-A-031
353,Al Safa Laboratories (Unani),Xinman,Capsule,Habb-e Mumsik,U-117-A-032
354,Al Safa Laboratories (Unani),Al-Shan,Capsule,Habb-e Nishat,U-117-A-033
355,Al Safa Laboratories (Unani),Fightex,Capsule,Habb-e Ambar Momiyaee,U-117-A-034
356,Al Safa Laboratories (Unani),Safa Helty,Capsule,Habb-e Helteet,U-117-A-035
357,Al Safa Laboratories (Unani),Alpain,Capsule,Habb-e Suranjan,U-117-A-036
358,Al Safa Laboratories (Unani),Hormofast,Capsule,Habb-e Munish,U-117-A-037
359,Al Safa Laboratories (Unani),Kosanil,Capsule,Qurs Mulayin,U-117-A-004
360,Al Safa Laboratories (Unani),Mighty,Liquid,Arq Maul Lahm,U-117-A-006
361,Al Safa Laboratories (Unani),Shanplex,Liquid,Sharbat Seb,U-117-A-007
362,Al Safa Laboratories (Unani),Bisbarex,Semi-Solid,Jawarish Bisbasa,U-117-A-001
363,Al Safa Laboratories (Unani),Safapak,Semi-Solid,Majoon Suparipak,U-117-A-002
364,Al Safa Laboratories (Unani),Ruchinid,Liquid,Arq Zeera,U-117-A-003
365,Al Safa Laboratories (Unani),Safa Buzuri,Liquid,Sharbat Buzuri,U-117-A-005
366,Al Safa Laboratories (Unani),Safa Jinsin,Liquid,Sharbat Jinsin,U-117-A-008
367,Al Safa Laboratories (Unani),Aroskin,Liquid,Sharbat Musaffi,U-117-A-011
368,Al Safa Laboratories (Unani),Safarex,Liquid,Sharbat Tulsi,U-117-A-009
369,Al Safa Laboratories (Unani),Freshliv,Liquid,Sharbat Deenar,U-117-A-010
370,Al Safa Laboratories (Unani),Atfalex,Liquid,Sharbat Atfal,U-117-A-012
371,Al Safa Laboratories (Unani),Safavit,Liquid,Arq Faulin,U-117-A-055
372,Al Safa Laboratories (Unani),Roktiplex,Liquid,Arq Maqattar,U-117-A-057
373,Al Safa Laboratories (Unani),Orengvit,Liquid,Arq Poodina,U-117-A-056
374,Al Safa Laboratories (Unani),Reniver,Tablet,Qurs Kamuni,U-117-A-054
375,Al Safa Laboratories (Unani),Safazol,Capsule,Qurs Pudina,U-117-A-052
376,Al Safa Laboratories (Unani),Safagasno,Tablet,Habb-e Ral,U-117-A-053
377,Al Safa Laboratories (Unani),Safaeso,Tablet,Habb-e Papita,U-117-A-051
378,Al Safa Laboratories (Unani),Urilok,Tablet,Qurs Kundur,U-117-A-058
379,Al Safa Laboratories (Unani),Safagra,Capsule,Qurs Muqavvi Khas,U-117-A-030
380,Al-Hakim Pharmaceuticals (Unani),Shantara,Liquid,Arq Shahtara,U-033-A-001
381,Al-Hakim Pharmaceuticals (Unani),Maullaham,Liquid,Arq Maul Lahm,U-033-A-002
382,Al-Hakim Pharmaceuticals (Unani),Atrifal Ustkhudus,Liquid,Sharbat Atfal,U-033-A-003
383,Al-Hakim Pharmaceuticals (Unani),Etrifal Kashnizi,Liquid,Etrifal Kashnizi,U-033-A-004
384,Al-Hakim Pharmaceuticals (Unani),Atrifalfoladi ',Liquid,Sufoof Fauladi,U-033-A-005
385,Al-Hakim Pharmaceuticals (Unani),Jowaresh Basbasa,Liquid,Jawarish Bisbasa,U-033-A-006
386,Al-Hakim Pharmaceuticals (Unani),Jowaresh Jaruni,Liquid,Jowarish Zarooni,U-033-A-007
387,Al-Hakim Pharmaceuticals (Unani),Jowarish Tamarhind,Liquid,Jowarish Tamar Hindi,U-033-A-008
388,Al-Hakim Pharmaceuticals (Unani),Habbe Shefa,Tablet,Habb-e Shefa,U-033-A-009
389,Al-Hakim Pharmaceuticals (Unani),Habbe Azraqi,Tablet,Habb-e Azaraqi,U-033-A-010
390,Al-Hakim Pharmaceuticals (Unani),Habbe Musafi,Tablet,Habb-e Musaffi,U-033-A-011
391,Al-Hakim Pharmaceuticals (Unani),Habbe Mudir,Tablet,Habb-e Mudir,U-033-A-012
392,Al-Hakim Pharmaceuticals (Unani),Habbe Mumshik,Tablet,Habb-e Mumsik,U-033-A-013
393,Al-Hakim Pharmaceuticals (Unani),Habbe Marwarid,Tablet,Habb-e Marwareedi,U-033-A-014
394,Al-Hakim Pharmaceuticals (Unani),Habbe Nishat,Tablet,Habb-e Nishat,U-033-A-016
395,Al-Hakim Pharmaceuticals (Unani),Habbe Kobad Nawshaduri,Tablet,Habb-e Kabid Naushadri,U-033-A-017
396,Al-Hakim Pharmaceuticals (Unani),Habbe Suranjan,Tablet,Habb-e Suranjan,U-033-A-018
397,Al-Razi Laboratories (Unani),Litonic,Liquid,Sharbat Deenar,U-315-A-001
398,Al-Razi Laboratories (Unani),Fem-Cycle Plus,Liquid,Sharbat Niswan,U-315-A-002
399,Al-Razi Laboratories (Unani),Al-Bel,Liquid,Sharbat Belgiri,U-315-A-003
400,Al-Razi Laboratories (Unani),Hazmina,Liquid,Sharbat Hazmina,U-315-A-004
401,Al-Razi Laboratories (Unani),Raz-Pudina,Liquid,Arq Poodina,U-315-A-005
402,Al-Razi Laboratories (Unani),Kilose,Liquid,Sharbat Chylosin,U-315-A-006
403,Al-Razi Laboratories (Unani),Red-Plus,Liquid,Sharbat Faulad,U-315-A-007
404,Al-Razi Laboratories (Unani),Urang,Liquid,Sharbat Buzuri,U-315-A-008
405,Al-Razi Laboratories (Unani),Sebvit,Liquid,Sharbat Seb,U-315-A-010
406,Al-Razi Laboratories (Unani),VitAmla,Liquid,Sharbat Amla,U-315-A-009
407,Al-Razi Laboratories (Unani),Adbac,Liquid,Sharbat Vasac,U-315-A-011
408,Al-Razi Laboratories (Unani),Azbac,Liquid,Sharbat Ejaz,U-315-A-012
409,Al-Razi Laboratories (Unani),Cavit,Liquid,Sharbat Misali,U-315-A-013
410,Al-Razi Laboratories (Unani),Guavit,Liquid,Sharbat Mavez,U-315-A-014
411,Al-Razi Laboratories (Unani),Gasno,Liquid,Arq Nankha,U-315-A-015
412,Al-Razi Laboratories (Unani),Napoko,Liquid,Kalamegh,U-315-A-016
413,Al-Razi Laboratories (Unani),Imigrain,Liquid,Sharbat Shefa,U-315-A-017
414,Al-Razi Laboratories (Unani),Fem-Cycle,Liquid,Sharbat Nisa,U-315-A-018
415,Al-Razi Laboratories (Unani),Chhohi,Liquid,Sharbat Muaddil,U-315-A-019
416,Al-Razi Laboratories (Unani),Zicokid,Liquid,Sharbat Jist,U-315-A-020
417,Al-Razi Laboratories (Unani),Ozilax,Liquid,Sharbat Sana,U-315-A-021
418,Al-Razi Laboratories (Unani),Al Razi Castor Oil,Oil (Liquid),Rowghan Bedanjeer  / Castor Oil,U-315-A-022
419,Al-Razi Laboratories (Unani),Shova,Oil (Liquid),Rowghan Zeenat,U-315-A-023
420,Al-Razi Laboratories (Unani),Al Razi Olive Oil,Oil (Liquid),Rowghan Zaitun / Olive Oil,U-315-A-024
421,Al-Razi Laboratories (Unani),AXE Universal Oil,Oil (Liquid),Rowghan Awja,U-315-A-026
422,Al-Razi Laboratories (Unani),Itching Free,Oil (Liquid),Rowghan Jarbinol,U-315-A-027
423,Al-Razi Laboratories (Unani),Man-Oil,Oil (Liquid),Tila Muharrik,U-315-A-028
424,Al-Razi Laboratories (Unani),Al-Razi's Amla Hair Oil,Oil (Liquid),Rowghan Amla,U-315-A-029
425,Al-Razi Laboratories (Unani),Rajratno,Oil (Liquid),Rowghan Bhangra / Bhringraj Oil,U-315-A-030
426,Al-Razi Laboratories (Unani),Al-Razi's Almond Hair Oil,Oil (Liquid),Rowghan Badam Shireen,U-315-A-031
427,Al-Razi Laboratories (Unani),Xtraman,Liquid,Cowhage,U-315-A-032
428,Al-Razi Laboratories (Unani),Eucamenth,Liquid,Sawoot Nazli,U-315-A-033
429,Al-Razi Laboratories (Unani),Cowhage,Tablet,Cowhage,U-315-A-034
430,Al-Razi Laboratories (Unani),R-Hormoline,Tablet,Habb-e Nishat,U-315-A-035
431,Al-Razi Laboratories (Unani),Razmacin,Tablet,Habb-e Sual,U-315-A-036
432,Al-Razi Laboratories (Unani),Raznapox,Tablet,Habb-e Suranjan,U-315-A-037
433,Al-Razi Laboratories (Unani),Multigold,Tablet,Habb-e Hayaeen Murakkab,U-315-A-038
434,Al-Razi Laboratories (Unani),R-Call-D,Tablet,Kushta Khare Mohra,U-315-A-039
435,Al-Razi Laboratories (Unani),Healthfit,Tablet,Qurs Faulad,U-315-A-040
436,Al-Razi Laboratories (Unani),Ruchifit,Tablet,Qurs Pudina,U-315-A-041
437,Al-Razi Laboratories (Unani),R-Spirulina,Capsule,Spirulina,U-315-A-042
438,Al-Razi Laboratories (Unani),Rsacno,Tablet,Qurs Hazmina,U-315-A-043
439,Alex Unani Laboratories,Amla-Lex,Liquid,Sharbat Amla,U-148-A-006
440,Alex Unani Laboratories,Movlex,Ointment,Marham Ajeeb,U-148-A-007
441,Alex Unani Laboratories,Habb-e Nishat,Capsule,Habb-e Nishat,U-148-A-015
442,Alex Unani Laboratories,Habb-e Munish,Capsule,Habb-e Munish,U-148-A-016
443,Alex Unani Laboratories,Lexment,Ointment,Marham Kharish,U-148-A-008
444,Alex Unani Laboratories,Lexcara,Liquid,Sharbat Misali,U-148-A-011
445,Alex Unani Laboratories,Lex Musafi,Liquid,Sharbat Musaffi,U-148-A-017
446,Alex Unani Laboratories,Lexfig,Liquid,Sharbat Laxafig,U-148-A-014
447,Alex Unani Laboratories,Dilex,Liquid,Sharbat Hazmina,U-148-A-013
448,Alex Unani Laboratories,Lex-Dinar,Liquid,Sharbat Deenar,U-148-A-009
449,Alex Unani Laboratories,Lexseb,Liquid,Sharbat Seb,U-148-A-012
450,Alex Unani Laboratories,Lexnishi,Liquid,Sharbat Jinsin,U-148-A-010
451,Alex Unani Laboratories,Lex-Nankha,Liquid,Arq Nankha,U-148-A-001
452,Alex Unani Laboratories,Hemolex,Liquid,Sharbat Faulad,U-148-A-002
453,Alex Unani Laboratories,Lex-coff,Liquid,Sharbat Ejaz,U-148-A-003
454,Alex Unani Laboratories,Alex-Bujuri,Liquid,Sharbat Buzuri,U-148-A-004
455,Alex Unani Laboratories,Lex-Super,Semi-Solid,Majoon Suparipak,U-148-A-005
456,Alex Unani Laboratories,Kasni,Liquid,Arq Kasni,U-148-A-018
457,Alex Unani Laboratories,Mukattar,Liquid,Arq Maqattar,U-148-A-019
458,Alex Unani Laboratories,Alex Vasak,Liquid,Sharbat Vasac,U-148-A-020
459,Alex Unani Laboratories,Alex Tulsi,Liquid,Sharbat Tulsi,U-148-A-021
460,Alex Unani Laboratories,Nisalex,Liquid,Sharbat Nisa,U-148-A-022
461,Alex Unani Laboratories,Lexhista,Liquid,Sharbat Khaksi,U-148-A-023
462,Alex Unani Laboratories,Babylex,Liquid,Sharbat Atfal,U-148-A-024
463,Alex Unani Laboratories,Alex Cylosin,Liquid,Sharbat Chylosin,U-148-A-025
464,Alex Unani Laboratories,Silvalex,Liquid,Sharbat Amrood,U-148-A-026
465,Alex Unani Laboratories,Asulex,Liquid,Sharbat Samarat,U-148-A-027
466,Alex Unani Laboratories,Cangolex,Liquid,Sharbat Mavez,U-148-A-028
467,Alex Unani Laboratories,Alex Zeena,Liquid,Arq Zeera,U-148-A-029
468,Alex Unani Laboratories,Alex Poodina,Liquid,Arq Poodina,U-148-A-030
469,Alex Unani Laboratories,Lex Alo,Liquid,Sharbat Angoor,U-148-A-031
470,Alex Unani Laboratories,Nevosky,Liquid,Ubtan Jamali,U-148-A-032
471,Alex Unani Laboratories,Lex Khorma,Semi-Solid,Majoon Arad-e Khurma,U-148-A-033
472,Alfa Unani Laboratories,Nocof,Liquid,Sharbat Ejaz,U-070-A-001
473,Alfa Unani Laboratories,Dyspep,Liquid,Arq Nankha,U-070-A-002
474,Alfa Unani Laboratories,Bujuri,Liquid,Sharbat Buzuri,U-070-A-003
475,Alfa Unani Laboratories,Sharbat Gawjaban,Liquid,Sharbat Gaozaban,U-070-A-004
476,Alfa Unani Laboratories,Sharbat Faulad,Liquid,Sharbat Faulad,U-070-A-005
477,Alfa Unani Laboratories,Arq Pudina,Liquid,Arq Poodina,U-070-A-006
478,Alfa Unani Laboratories,Heparel,Liquid,Sharbat Deenar,U-070-A-007
479,Alfa Unani Laboratories,Majoon Suparipak,Semi-Solid,Majoon Suparipak,U-070-A-008
480,Alfa Unani Laboratories,Onderlef,Liquid,Arq Ajeeb,U-070-A-009
481,Alfa Unani Laboratories,Sharbat tiflin,Liquid,Sharbat Tiflin,U-070-A-010
482,Alfa Unani Laboratories,Sharbat Musaffi,Liquid,Sharbat Musaffi,U-070-A-011
483,Alfa Unani Laboratories,Dycon,Liquid,Sharbat Belgiri,U-070-A-012
484,Alfa Unani Laboratories,Femina,Liquid,Sharbat Niswan,U-070-A-013
485,Alfa Unani Laboratories,Darmatis,Ointment,Marham Kharish,U-070-A-014
486,Alfa Unani Laboratories,Alfarub,Ointment,Marham Aramin,U-070-A-015
487,Alkaloid Unani Laboratories,Arq Nankha,Liquid,Arq Nankha,U-069-A-001
488,Alkaloid Unani Laboratories,Sharbat Faulad,Liquid,Sharbat Faulad,U-069-A-002
489,Alkaloid Unani Laboratories,Sharbat Amla,Liquid,Sharbat Amla,U-28-A-013
490,Alkaloid Unani Laboratories,Sharbat Gaozaban,Liquid,Sharbat Gaozaban,U-28-A-014
491,Alkaloid Unani Laboratories,Kalamegh,Liquid,Kalamegh,U-28-A-015
492,Alkaloid Unani Laboratories,Sharbat Seb,Liquid,Sharbat Seb,U-28-A-016
493,Alkaloid Unani Laboratories,Tila Jadeed,Oil (Liquid),Tila Jadeed,U-28-A-017
494,Alkaloid Unani Laboratories,Sharbat Tulsi,Liquid,Sharbat Tulsi,U-28-A-018
495,Alkaloid Unani Laboratories,Rowghan Chaharbarg,Oil (Liquid),Rowghan Chaharbarg,U-28-A-019
496,Alkaloid Unani Laboratories,Rowghan Madar,Oil (Liquid),Rowghan Madar,U-28-A-020
497,Alkaloid Unani Laboratories,Majoon Mughalliz,Semi-Solid,Majoon Mughalliz,U-28-A-021
498,Alkaloid Unani Laboratories,Majoon Jiryan,Semi-Solid,Majoon Jiryan,U-28-A-022
499,All-Care Pharma (Unani),Rantain,Tablet,Habb-e Tinkar,U-153-A-001
500,All-Care Pharma (Unani),Grisifill,Tablet,Habb-e Musaffi,U-153-A-002
501,All-Care Pharma (Unani),All-Dia Care,Capsule,Qurs Ziabit,U-153-A-003
502,All-Care Pharma (Unani),Esomigail,Capsule,Sufoof Humuzin,U-153-A-004
503,All-Care Pharma (Unani),Ginseng,Capsule,Ginseng,U-153-A-005
504,All-Care Pharma (Unani),All-Hormolin,Capsule,Habb-e Nishat,U-153-A-006
505,All-Care Pharma (Unani),All-Care Munish,Capsule,Habb-e Munish,U-153-A-007
506,All-Care Pharma (Unani),Care Gold,Tablet,Habb-e Ambar Momiyaee,U-153-A-008
507,All-Care Pharma (Unani),Rochi Care,Tablet,Qurs Pudina,U-153-A-009
508,All-Care Pharma (Unani),Allcal-D,Tablet,Kushta Khare Mohra,U-153-A-010
509,All-Care Pharma (Unani),Seaco,Capsule,Habb-e Papita,U-153-A-011
510,Amazon Laboratories (Unani),Closer,Capsule,Habb-e Munish,U-91-A-011
511,Amazon Laboratories (Unani),Shela,Capsule,Kushta Sadaf,U-91-A-012
512,Amazon Laboratories (Unani),Lactogain,Capsule,Qurs Awja,U-91-A-013
513,Amazon Laboratories (Unani),Amistone,Capsule,Habb-e Nishat,U-91-A-014
514,Amazon Laboratories (Unani),Momentus,Capsule,Habb-e Ambar Momiyaee,U-91-A-015
515,Amazon Laboratories (Unani),Oscar,Capsule,Kushta Khare Mohra,U-91-A-016
516,Amazon Laboratories (Unani),Core,Capsule,Sufoof Jiryan,U-91-A-017
517,Amazon Laboratories (Unani),Zunus,Capsule,Habb-e Jawaher,U-91-A-018
518,Amazon Laboratories (Unani),Ireen,Liquid,Arq Nankha,U-91-A-001
519,Amazon Laboratories (Unani),Zolo,Semi-Solid,Majoon Falasefa,U-91-A-002
520,Amazon Laboratories (Unani),Reea,Liquid,Sharbat Buzuri,U-91-A-003
521,Amazon Laboratories (Unani),Joop,Liquid,Sharbat Ejaz,U-91-A-004
522,Amazon Laboratories (Unani),Tensy,Liquid,Sharbat Santara,U-91-A-005
523,Amazon Laboratories (Unani),Veya,Liquid,Sharbat Deenar,U-91-A-006
524,Amazon Laboratories (Unani),Belgari,Liquid,Sharbat Belgiri,U-91-A-008
525,Amazon Laboratories (Unani),Pence,Liquid,Sharbat Faulad,U-91-A-009
526,Amazon Laboratories (Unani),Emilly,Liquid,Arq Gaozaban,U-91-A-010
527,Amco Laboratories (Unani),Habbe Jiryan,Tablet,Habb-e Jiryan,U-061-A-001
528,Amco Laboratories (Unani),Amcoliv,Liquid,Sharbat Deenar,U-061-A-002
529,Amco Laboratories (Unani),Amcoplus,Liquid,Sharbat Gaozaban,U-061-A-003
530,Amco Laboratories (Unani),M-Nankha,Liquid,Arq Nankha,U-061-A-004
531,Amco Laboratories (Unani),M-Bujuri,Liquid,Sharbat Buzuri,U-061-A-005
532,Amco Laboratories (Unani),Grifol,Liquid,Sharbat Tiflin,U-061-A-007
533,Amco Laboratories (Unani),Koben,Liquid,Sharbat Banafsha,U-061-A-006
534,Amco Laboratories (Unani),Amcoferon,Liquid,Sharbat Faulad,U-061-A-008
535,Amco Laboratories (Unani),Sizem,Liquid,Arq Hazim,U-061-A-009
536,Amco Laboratories (Unani),Citrib-A,Liquid,Sharbat Santara,U-061-A-010
537,Amco Laboratories (Unani),Fematin,Liquid,Arq Dashmool,U-061-A-011
538,Amco Laboratories (Unani),Dysenta,Liquid,Sharbat Belgiri,U-061-A-012
539,Amco Laboratories (Unani),Amcovit,Liquid,Sharbat Seb,U-061-A-013
540,Amco Laboratories (Unani),Elaro,Liquid,Sharbat Ushba,U-061-A-014
541,Amco Laboratories (Unani),Amcorub,Ointment,Marham Ajeeb,U-061-A-015
542,Amco Laboratories (Unani),Hazmina,Liquid,Sharbat Hazmina,U-061-A-016
543,Amco Laboratories (Unani),Misali,Liquid,Sharbat Misali,U-061-A-017
544,Amco Laboratories (Unani),Amcocid-M,Liquid,Sufoof Humuzin,U-061-A-019
545,Amco Laboratories (Unani),Paina,Liquid,Arq Ajeeb,U-061-A-020
546,Amco Laboratories (Unani),Hormoson,Liquid,Sharbat Jinsin,U-061-A-018
547,Amco Laboratories (Unani),Ringsal,Ointment,Marham Kharish,U-061-A-021
548,Amco Laboratories (Unani),Qurs Awja,Tablet,Qurs Awja,U-061-A-022
549,Amco Laboratories (Unani),Amco Hajmol,Tablet,Qurs Hazmol,U-061-A-023
550,Amco Laboratories (Unani),Habbe Kaben Nawshadri,Tablet,Habb-e Kabid Naushadri,U-061-A-024
551,Amco Laboratories (Unani),Qurs Pech,Tablet,Qurs Pechish,U-061-A-025
552,Amco Laboratories (Unani),Dutex,Tablet,Habb-e Nishat,U-061-A-026
553,Amco Laboratories (Unani),Qurs Surfin,Tablet,Qurs Surfin,U-061-A-027
554,Amin Laboratories (Unani),Sufoof Jiryan,Powder,Sufoof Jiryan,U-100-A-001
555,Amin Laboratories (Unani),Marham Ateshak,Ointment,Marham Ateshak,U-100-A-002
556,Amin Laboratories (Unani),Jowarish Jalinoos,Semi-Solid,Jowarish Jalinoos,U-100-A-003
557,Amin Laboratories (Unani),Sharbat Faulad,Liquid,Sharbat Faulad,U-100-A-004
558,Amin Laboratories (Unani),Arq Gaozaban,Liquid,Arq Gaozaban,U-100-A-005
559,Amin Laboratories (Unani),Arq Badiyan,Liquid,Arq Badiyan,U-100-A-006
560,Amin Laboratories (Unani),Sharbat Banafsha,Liquid,Sharbat Banafsha,U-100-A-007
561,Amin Laboratories (Unani),Sharbat Buzuri,Liquid,Sharbat Buzuri,U-100-A-008
562,Ampex Laboratories (Unani),Arq Nankha,Liquid,Arq Nankha,U-145-A-001
563,Ampex Laboratories (Unani),Sharbat Bujuri ',Liquid,Sharbat Buzuri,U-145-A-002
564,Ampex Laboratories (Unani),Faulad,Liquid,Sharbat Faulad,U-145-A-003
565,Ampex Laboratories (Unani),Majoon Falasafa,Semi-Solid,Majoon Falasefa,U-145-A-004
566,Annex Laboratories (Unani),Xelvia,Liquid,Sharbat Faulad,U-13-A-011
567,Annex Laboratories (Unani),Annex Kirmin,Liquid,Sharbat Kirmin,U-13-A-012
568,Annex Laboratories (Unani),Neunex,Liquid,Sharbat Atfal,U-13-A-005
569,Annex Laboratories (Unani),Rokamin,Liquid,Sharbat Ejaz,U-13-A-006
570,Annex Laboratories (Unani),Xpotal,Liquid,Sharbat Seb,U-13-A-007
571,Annex Laboratories (Unani),Vialine,Liquid,Arq Lahsun,U-13-A-009
572,Annex Laboratories (Unani),Andril,Liquid,Sharbat Sadar,U-13-A-010
573,Annex Laboratories (Unani),Vasoflex,Liquid,Sharbat Misali,U-13-A-014
574,Annex Laboratories (Unani),Anex Jinsin,Liquid,Sharbat Jinsin,U-13-A-015
575,Annex Laboratories (Unani),Annex Bujuri,Liquid,Sharbat Buzuri,U-13-A-016
576,Annex Laboratories (Unani),Purenex,Liquid,Sharbat Musaffi,U-13-A-017
577,Annex Laboratories (Unani),Anex Sailan,Liquid,Sharbat Sailan,U-13-A-018
578,Annex Laboratories (Unani),Anexid,Liquid,Humuzin,U-13-A-019
579,Annex Laboratories (Unani),Annex Tulsi,Liquid,Sharbat Tulsi,U-13-A-008
580,Annex Laboratories (Unani),Annex Hazim,Liquid,Arq Hazim,U-013-A-001
581,Annex Laboratories (Unani),Annex Belgiri,Liquid,Sharbat Belgiri,U-013-A-002
582,Annex Laboratories (Unani),Fervid,Liquid,Sharbat Gaozaban,U-013-A-003
583,Annex Laboratories (Unani),Kafa,Liquid,Sharbat Deenar,U-013-A-004
584,Apex Drug Laboratories (Unani),Aquate,Capsule,Habb-e Azaraqi,U-017-A-020
585,Apex Drug Laboratories (Unani),Adicof,Capsule,Habb-e Sual,U-017-A-019
586,Apex Drug Laboratories (Unani),Daily One,Capsule,Qurs Mulayin,U-017-A-018
587,Apex Drug Laboratories (Unani),Maxman,Capsule,Habb-e Mumsik,U-017-A-013
588,Apex Drug Laboratories (Unani),Rock on,Tablet,Habb-e Munish,U-017-A-014
589,Apex Drug Laboratories (Unani),Advil,Tablet,Habb-e Suranjan,U-017-A-016
590,Apex Drug Laboratories (Unani),Zestra,Capsule,Habb-e Nishat,U-017-A-017
591,Apex Drug Laboratories (Unani),Myoflex,Ointment,Marham Ajeeb,U-017-A-015
592,Apex Drug Laboratories (Unani),Sharbat Buzuri,Liquid,Sharbat Buzuri,U-017-A-11
