name_of_the_manufacturer,brand_name,dosages_description,generic_name_and_strength,dar,medicine_system,use_for
POPULAR PHARMACEUTICALS LTD. (HERBAL DIVISION),Kalcoral-K,Tablet,Calcium + Vitamin D3 + Vitamin K2 (Menaquinone-7,024-013-94,Herbal,Not Specified
POPULAR PHARMACEUTICALS LTD. (HERBAL DIVISION),Luzinta Kids Chewable Tablet,Tablet,Lutein (Powder) + Zeaxanthin,024-014-94,Herbal,Not Specified
POPULAR PHARMACEUTICALS LTD. (HERBAL DIVISION),Luzinta,Capsule,Lutein (Powder) + Zeaxanthin,024-005-94,Herbal,Not Specified
POPULAR PHARMACEUTICALS LTD. (HERBAL DIVISION),Ubicare 150,Capsule,Coenzyme Q-10,024-006-94,Herbal,Not Specified
POPULAR PHARMACEUTICALS LTD. (HERBAL DIVISION),Ubicare 200,Capsule,Coenzyme Q-10,024-007-94,Herbal,Not Specified
POPULAR PHARMACEUTICALS LTD. (HERBAL DIVISION),Ubicare 100,Capsule,Coenzyme Q-10,024-003-94,Herbal,Not Specified
RADIANT NUTRACEUTICALS LTD. (HERBAL DIVISION),Yohim 5.4 mg,Tablet,Yohimbine Hydrochloride,004-0007-94,Herbal,Not Specified
RADIANT NUTRACEUTICALS LTD. (HERBAL DIVISION),Cranbiotic,Capsule,Cranberry Concentrate Powder,004-014-94,Herbal,Not Specified
RADIANT NUTRACEUTICALS LTD. (HERBAL DIVISION),Curnoid,Capsule,Turmeric Powdered Extract,004-015-94,Herbal,Not Specified
RADIANT NUTRACEUTICALS LTD. (HERBAL DIVISION),Radigel-N,Powder,Ispaghula Husk,004-016-94,Herbal,Not Specified
RADIANT NUTRACEUTICALS LTD. (HERBAL DIVISION),Panaseng 500 mg,Capsule,Ginseng,004-0001-94,Herbal,Not Specified
RADIANT NUTRACEUTICALS LTD. (HERBAL DIVISION),Ginoba 60 mg,Capsule,Ginkgo,004-0002-94,Herbal,Not Specified
RADIANT NUTRACEUTICALS LTD. (HERBAL DIVISION),Pirulin 500 mg,Capsule,Spirulina,004-0004-94,Herbal,Not Specified
RADIANT NUTRACEUTICALS LTD. (HERBAL DIVISION),Radisil,Capsule,Milk Thistle,004-0005-94,Herbal,Not Specified
RADIANT NUTRACEUTICALS LTD. (HERBAL DIVISION),Radigel,Powder,Ispaghula Husk,004-0003-94,Herbal,Not Specified
RADIANT NUTRACEUTICALS LTD. (HERBAL DIVISION),Menofemin 40 mg,Capsule,Black Cohosh,004-0006-94,Herbal,Not Specified
RADIANT NUTRACEUTICALS LTD. (HERBAL DIVISION),Neucel FC Tablet,Tablet,L-Glutathione,004-067-94,Herbal,Not Specified
RADIANT NUTRACEUTICALS LTD. (HERBAL DIVISION),K2Cal FC Tablet,Tablet,Calcium + Vitamin D3 + Vitamin K2 (Menaquinone-7,004-068-94,Herbal,Not Specified
RADIANT NUTRACEUTICALS LTD. (HERBAL DIVISION),Ubi-Q 50 mg,Capsule,Coenzyme Q-10,004-012-94,Herbal,Not Specified
RADIANT NUTRACEUTICALS LTD. (HERBAL DIVISION),Ubi-Q 100 mg,Capsule,Coenzyme Q-10,004-013-94,Herbal,Not Specified
RADIANT NUTRACEUTICALS LTD. (HERBAL DIVISION),Gastroaid,Tablet,Fermented Soy,004-019-94,Herbal,Not Specified
RADIANT NUTRACEUTICALS LTD. (HERBAL DIVISION),Svetol,Capsule,Green Coffe Beans Standardized Powder Extract,004-020-94,Herbal,Not Specified
RADIANT NUTRACEUTICALS LTD. (HERBAL DIVISION),Floriz 1000 mcg,Tablet,Biotin,004-017-94,Herbal,Not Specified
RADIANT NUTRACEUTICALS LTD. (HERBAL DIVISION),Luzent,Capsule,Lutein (Powder) + Zeaxanthin,004-018-94,Herbal,Not Specified
RADIANT NUTRACEUTICALS LTD. (HERBAL DIVISION),Pycnogenol 50 mg,Capsule,Procyanidins,004-0008-94,Herbal,Not Specified
RADIANT NUTRACEUTICALS LTD. (HERBAL DIVISION),"Acteria Capsule, 4 Billion",Capsule,Bifidobacterium bifidum + Fructo-Oligosaccharide + Lactobacillus Acidophillus + Lactobacillus Bulgaricus,004-010-94,Herbal,Not Specified
RADIANT NUTRACEUTICALS LTD. (HERBAL DIVISION),Ginoba Syrup 120 mg/5 ml,Syrup,Ginkgo Biloba,004-065-94,Herbal,Not Specified
RADIANT NUTRACEUTICALS LTD. (HERBAL DIVISION),Prostaid,Capsule,Saw Palmetto,004-011-94,Herbal,Not Specified
RENATA LIMITED (HERBAL DIVISION),Goodgut Jr. Powder,Powder,lactobacillus Reuteri,027-007-94,Herbal,Not Specified
RENATA LIMITED (HERBAL DIVISION),Goodgut Infant,Powder,lactobacillus Reuteri,027-008-94,Herbal,Not Specified
RENATA LIMITED (HERBAL DIVISION),Visibil Vegetable Capsule,Capsule,Bilberry Fruits,027-009-94,Herbal,Not Specified
RENATA LIMITED (HERBAL DIVISION),JeeBee Vegetable,Capsule,Ginkgo Biloba,027-010-94,Herbal,Not Specified
RENATA LIMITED (HERBAL DIVISION),SleepEzy Vegetable,Capsule,Valerian,027-011-94,Herbal,Not Specified
RENATA LIMITED (HERBAL DIVISION),Prospal,Soft Gelatin Capsule,Saw Palmetto,027-012-94,Herbal,Not Specified
RENATA LIMITED (HERBAL DIVISION),Goodgut Vegetable Capsule,Capsule,Bifidobacterium bifidum + Fructo-Oligosaccharide + Lactobacillus Acidophillus + Lactobacillus Bulgaricus,027-006-94,Herbal,Not Specified
RENATA LIMITED (HERBAL DIVISION),Jeebee-120,Capsule,Ginkgo Biloba,027-019-94,Herbal,Not Specified
RENATA LIMITED (HERBAL DIVISION),5HTP Capsule,Capsule,L-5 Hydroxytryptophan + Valerian Extract Powdered,027-020-94,Herbal,Not Specified
RENATA LIMITED (HERBAL DIVISION),Myosit Plus,Tablet,D-Chiro-Inositol + Myo Inositol,027-026-94,Herbal,Not Specified
RENATA LIMITED (HERBAL DIVISION),Aliksir Soft Gel Capsule,Capsule,Nigella Sativa,027-013-94,Herbal,Not Specified
RENATA LIMITED (HERBAL DIVISION),Collagenic Tablet,Tablet,Gelatin (as Hydrolysed Collagen),027-021-94,Herbal,Not Specified
RENATA LIMITED (HERBAL DIVISION),Garllium 10 mg,Soft Gelatin Capsule,Garlic Oil,027-0001-94,Herbal,Not Specified
RENATA LIMITED (HERBAL DIVISION),Ginera 500 mg,Capsule,Ginseng,027-0002-94,Herbal,Not Specified
RENATA LIMITED (HERBAL DIVISION),Nutrilina 500 mg,Capsule,Spirulina,027-0003-94,Herbal,Not Specified
S. B. HERBAL AND NUTRACEUTICALS,Detox 500 mg,Capsule,Spirulina,007-0001-94,Herbal,Not Specified
S. B. HERBAL AND NUTRACEUTICALS,Hepasil,Capsule,Silymarin,007-0002-94,Herbal,Not Specified
S. B. HERBAL AND NUTRACEUTICALS,Branolex,Capsule,Ginkgo,007-0003-94,Herbal,Not Specified
S. B. HERBAL AND NUTRACEUTICALS,Uticare,Capsule,Pumpkin,007-0004-94,Herbal,Not Specified
S. B. HERBAL AND NUTRACEUTICALS,Infuza,Capsule,Echinacea,007-0005-94,Herbal,Not Specified
S. B. HERBAL AND NUTRACEUTICALS,Anxitab,Capsule,St. John's Wort,007-0006-94,Herbal,Not Specified
S. B. HERBAL AND NUTRACEUTICALS,Panging,Capsule,Ginseng,007-0007-94,Herbal,Not Specified
S. B. HERBAL AND NUTRACEUTICALS,Laxacol,Powder,Ispaghula Husk,007-0008-94,Herbal,Not Specified
S. B. HERBAL AND NUTRACEUTICALS,Skibic,Ointment,Marigold,007-0009-94,Herbal,Not Specified
SAFE HERBAL LTD.,Spcare,Capsule,Spirulina,010-0001-94,Herbal,Not Specified
SAFE HERBAL LTD.,Jonrot,Capsule,St. John's Wort,010-0002-94,Herbal,Not Specified
SAFE HERBAL LTD.,Ceribo,Capsule,Ginkgo,010-0003-94,Herbal,Not Specified
SAFE HERBAL LTD.,Memora,Capsule,Ginseng,010-0004-94,Herbal,Not Specified
SAFE HERBAL LTD.,Bilpro,Capsule,Milk Thistle,010-0006-94,Herbal,Not Specified
SAFE HERBAL LTD.,Asmic,Capsule,IVY Leaf,010-0007-94,Herbal,Not Specified
SAFE HERBAL LTD.,Coldicia,Capsule,Echinacea,010-0008-94,Herbal,Not Specified
SAFE HERBAL LTD.,Fibalex,Powder,Ispaghula Husk,010-0009-94,Herbal,Not Specified
SAFE HERBAL LTD.,Valiran,Capsule,Valerian,010-0010-94,Herbal,Not Specified
SAFE HERBAL LTD.,Steva,Tablet,Stevia Leave Powder,010-0012-94,Herbal,Not Specified
SAFE HERBAL LTD.,Dermica,Ointment,Marigold,010-0013-94,Herbal,Not Specified
SAFE HERBAL LTD.,Arnic,Ointment,Arnica Flower,010-0014-94,Herbal,Not Specified
SAFE HERBAL LTD.,Lipinil,Tablet,Green Tea,010-0015-94,Herbal,Not Specified
SAFE HERBAL LTD.,Meriliv,Capsule,Silymarin,010-0016-94,Herbal,Not Specified
SAFE HERBAL LTD.,Postex,Capsule,Pumpkin,010-0017-94,Herbal,Not Specified
SAFE HERBAL LTD.,Clovacol,Syrup,Clove (Liquid),010-0011-94,Herbal,Not Specified
SAFE HERBAL LTD.,Brosafe,Syrup,Adhatoda Vasica,010-0005-94,Herbal,Not Specified
SQUARE PHARMACEUTICALS PLC (HERBAL DIVISION),Garlin,Capsule,Garlic Oil,001-031-94,Herbal,Not Specified
SQUARE PHARMACEUTICALS PLC (HERBAL DIVISION),Urobery,Capsule,Cranberry Concentrate Powder,001-062-94,Herbal,Not Specified
SQUARE PHARMACEUTICALS PLC (HERBAL DIVISION),ResQ 200,Capsule,Coenzyme Q-10,001-063-94,Herbal,Not Specified
SQUARE PHARMACEUTICALS PLC (HERBAL DIVISION),Eprim,Soft Gelatin Capsule,Evening Primrose Oil,001-024-94,Herbal,Not Specified
SQUARE PHARMACEUTICALS PLC (HERBAL DIVISION),Eprim Plus,Soft Gelatin Capsule,Evening Primrose Oil,001-025-94,Herbal,Not Specified
SQUARE PHARMACEUTICALS PLC (HERBAL DIVISION),Gelaseed,Soft Gelatin Capsule,Flaxseed Oil,001-026-94,Herbal,Not Specified
SQUARE PHARMACEUTICALS PLC (HERBAL DIVISION),Reli Balm,Cream,Cinnamomum Camphora as Camphor + Eucalyptus Oil + Mentha Spp. as Menthol + Mint Oil,001-027-94,Herbal,Not Specified
SQUARE PHARMACEUTICALS PLC (HERBAL DIVISION),Res Q 50,Capsule,Coenzyme Q-10,001-032-94,Herbal,Not Specified
SQUARE PHARMACEUTICALS PLC (HERBAL DIVISION),Res Q 100,Capsule,Coenzyme Q-10,001-033-94,Herbal,Not Specified
SQUARE PHARMACEUTICALS PLC (HERBAL DIVISION),Eredex,Capsule,Yohimbine Hydrochloride,001-022-94,Herbal,Not Specified
SQUARE PHARMACEUTICALS PLC (HERBAL DIVISION),Gintex 500 mg,Capsule,Ginseng,001-0001-94,Herbal,Not Specified
SQUARE PHARMACEUTICALS PLC (HERBAL DIVISION),Navit 500 mg,Capsule,Spirulina,001-0002-94,Herbal,Not Specified
SQUARE PHARMACEUTICALS PLC (HERBAL DIVISION),Silybin 70mg,Capsule,Silymarin,001-0003-94,Herbal,Not Specified
SQUARE PHARMACEUTICALS PLC (HERBAL DIVISION),Giloba 60 mg,Capsule,Ginkgo,001-0004-94,Herbal,Not Specified
SQUARE PHARMACEUTICALS PLC (HERBAL DIVISION),Jort 300 mg,Capsule,St. John's Wort,001-0005-94,Herbal,Not Specified
SQUARE PHARMACEUTICALS PLC (HERBAL DIVISION),Silybin 140 mg,Capsule,Silymarin,001-0006-94,Herbal,Not Specified
SQUARE PHARMACEUTICALS PLC (HERBAL DIVISION),Giloba 120 mg,Capsule,Ginkgo,001-0007-94,Herbal,Not Specified
SQUARE PHARMACEUTICALS PLC (HERBAL DIVISION),Eprim 500 mg Licap,Capsule,Refined Evening Primrose Oil,001-0008-94,Herbal,Not Specified
SQUARE PHARMACEUTICALS PLC (HERBAL DIVISION),Colmint Licap,Capsule,Peppermint Oil,001-0009-94,Herbal,Not Specified
SQUARE PHARMACEUTICALS PLC (HERBAL DIVISION),Probio,Capsule,Bifidobacterium bifidum + Fructo-Oligosaccharide + Lactobacillus Acidophillus + Lactobacillus Bulgaricus,001-0010-94,Herbal,Not Specified
SQUARE PHARMACEUTICALS PLC (HERBAL DIVISION),Adovas,Syrup,Adhatoda Vasica,001-0011-94,Herbal,Not Specified
SQUARE PHARMACEUTICALS PLC (HERBAL DIVISION),Flemo,Capsule,Undenatured Type II Collagen,001-034-94,Herbal,Not Specified
SQUARE PHARMACEUTICALS PLC (HERBAL DIVISION),Flemo Plus,Capsule,Chondroitin Sulfate + Collagen II + Glucosamine Sulfate Potassium Chloride,001-051-94,Herbal,Not Specified
SQUARE PHARMACEUTICALS PLC (HERBAL DIVISION),Caripa Syrup,Syrup,Carica Papaya,001-052-94,Herbal,Not Specified
SQUARE PHARMACEUTICALS PLC (HERBAL DIVISION),Caripa,Capsule,Carica Papaya,001-061-94,Herbal,Not Specified
SQUARE PHARMACEUTICALS PLC (HERBAL DIVISION),Bioprem 5,Soft Gelatin Capsule,Biotin,001-059-94,Herbal,Not Specified
SQUARE PHARMACEUTICALS PLC (HERBAL DIVISION),Bioprem 10,Soft Gelatin Capsule,Biotin,001-060-94,Herbal,Not Specified
SQUARE PHARMACEUTICALS PLC (HERBAL DIVISION),Square Collagen Sachet,Powder,Apple Cider Vinegar (Malic Acid) + Collagen Peptide + Fish Collagen Tri Peptide + Garcinia Extract + Inulin + Mix Berry Powder + Vitamin C (L-Ascorbic Acid) + Vitamin E (Dl-alpha-tocopheryl acetate),001-058-94,Herbal,Not Specified
SQUARE PHARMACEUTICALS PLC (HERBAL DIVISION),Ocubil 160,Capsule,Bilberry Fruits,001-018-94,Herbal,Not Specified
SQUARE PHARMACEUTICALS PLC (HERBAL DIVISION),Biomega 3,Soft Gelatin Capsule,Omega 3 Fish Oil,001-041-94,Herbal,Not Specified
SQUARE PHARMACEUTICALS PLC (HERBAL DIVISION),Bolardi 250,Capsule,Saccharomyces Boulardii,001-042-94,Herbal,Not Specified
SQUARE PHARMACEUTICALS PLC (HERBAL DIVISION),Bolardi 500,Capsule,Sacharomyces Boulardi,001-043-94,Herbal,Not Specified
SQUARE PHARMACEUTICALS PLC (HERBAL DIVISION),Zanthin 2,Capsule,Astaxanthin,001-048-94,Herbal,Not Specified
SQUARE PHARMACEUTICALS PLC (HERBAL DIVISION),Zanthin 4,Capsule,Astaxanthin,001-049-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Primrose,Capsule,Evening Primrose Oil,023-011-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Ocusense,Capsule,Bilberry Fruits,023-012-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Kyolic,Capsule,Garlic,023-013-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Recalm,Capsule,Valerian,023-014-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Estrofem,Capsule,Black Cohosh,023-016-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Kalmegh,Capsule,Andrographis,023-017-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Prostex,Capsule,Pumpkin,023-018-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Rejuba,Capsule,Ashwagandha + Kosturi Lata,023-010-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Fybogut,Powder,Ispaghula Husk,023-015-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Medi Tar,Soap Bar,Archis Oil + Cade Oil + Coal Tar Oil / Pine Tar Oil,023-089-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Acne Out,Soap Bar,Neem Oil + Tea Tre Oil 1%,023-090-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Softto Hand Wash,Hand Wash,Aloevera + Neem Oil,023-091-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Gynositol,Capsule,D Chiro Inositol (Carob),023-092-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Hairtone,Capsule,Biotin (D-Biotin) + Copper Gluconate + Horsetail Herbs extract + Iron Gluconate + L-Arginine + L-Cystine + L-Methionine + Magnesium Oxide + Vitamin B2 (Riboflavin) + Vitamin B3 (Niacin) + Vitamin B5 (D Pntothenate Calcium) + Vitamin B6 (Pyridixine Hydroch,023-093-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Bonecal-D,Tablet,Elemental Calcium + Vitamin D3 + Vitamin K2 (Menaquinone-7,023-094-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Softto Aloe Vera Gel,Gel,Aloevera,023-095-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Milk Raise,Capsule,Aniseed Extract + Cumin Extract + Cumin Powder + Dill Powder + Fennel Extract + Fenugreek Extract,023-096-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Platomax,Tablet,Papaya Leaf Extract,023-097-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Total Moringa,Capsule,Moringa Leaf Powder,023-098-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Medisitol,Tablet,Myo Inositol + Vitex Agnus,023-099-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Jointrich,Tablet,Chondroitin Sulfate + Collagen II + Glucosamine Sulfate Potassium Chloride + MSM,023-100-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Qraise,Capsule,Coenzyme Q-10,023-101-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Primacare,Capsule,Evening Primrose Oil,023-102-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Primdrop,Capsule,Evening Primrose Oil,023-103-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Milkzym,Tablet,Lactase,023-104-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Milkzym Drop,Drops,Lactase,023-105-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Hi-Tar Shampoo,Shampoo,Coal Tar Oil / Pine Tar Oil,023-106-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Teaneem Shampoo,Shampoo,Neem Oil + Tea Tre Oil 1%,023-107-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Prolity Aid,Capsule,Propolis,023-108-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Laxicarbon,Capsule,Activated Charcoal,023-109-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Biosac,Capsule,Saccharomyces Boulardii,023-029-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,DHA 500,Capsule,Omega 3 Fish Oil,023-030-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Omega-369,Liquid,Omega 3 Fish Oil,023-031-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Metazem,Capsule,Coenzyme Q-10,023-032-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Q-Cor-10,Capsule,Coenzyme Q-10,023-033-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Fybocap,Capsule,Ispaghula Husk + Sona pata,023-034-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Menostop,Capsule,Soy Isoflavones,023-039-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Total Biotin,Tablet,Biotin,023-040-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Total Thankuni,Capsule,Guto Kola,023-041-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Garcinai Cambogia + Gymnema Sy,Capsule,Garcinai Cambogia + Gymnema Sylvertre,023-042-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Femiflora,Capsule,Bifidobacterium Animals + Bifidobacterium bifidum + Bifidobacterium Longum + Lactobabacillus Plantarum + Lactobacillus Acidophillus + Lactobacillus Casei + lactobacillus Reuteri + Lactobacillus Rhamnosus,023-035-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Gingurd,Tablet,Ginger Officinale,023-038-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Biokid,Powder,Bifidobacterium Animals + Bifidobacterium bifidum + Lactobacillus Acidophillus + Lactobacillus Rhamnosus,023-037-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Bioflora,Capsule,Bifidobacterium Lactis + Lactobacillus Acidophillus + Lactobacillus Rhamnosus,023-036-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Total Chirota,Capsule,Chirata,023-025-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Greenfit,Tablet,Green Tea,023-027-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Total Korola,Capsule,Momordica Charantia L,023-023-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Ganoder,Capsule,Ganoderma Lucidam,023-024-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Actifem,Capsule,Chaste Tree,023-028-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Florastar,Capsule,Sacharomyces Boulardi,023-026-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Memogain,Capsule,Ginkgo,023-001-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Koregin,Capsule,Ginseng,023-002-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Siliver,Capsule,Milk Thistle,023-003-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Rimotiv,Capsule,St. John's Wort,023-004-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Urogut,Capsule,Saw Palmetto,023-005-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Pro-B,Capsule,Bifidobacterium bifidum + Fructo-Oligosaccharide + Lactobacillus Acidophillus + Lactobacillus Bulgaricus,023-006-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Vitalina,Capsule,Spirulina,023-007-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Erectomax,Capsule,Pausinystalia Yohimbe,023-008-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Imutone,Capsule,Echinacea,023-009-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Evertino-2500,Tablet,Biotin,023-044-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Gutcare,Powder,Ispaghula Husk + Sona pata,023-060-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Softgut,Powder,Ispaghula Husk,023-061-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Softto Neem,Face Wash,Neem Extract + Termeric Extract,023-062-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Ovasitol,Tablet,Myo Inositol + Vitex Eagnus Extract,023-063-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Hylastin,Capsule,Hyaluronic Acid,023-064-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,H-Biotin,Tablet,Biotin,023-065-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,BIOT-5000,Tablet,Biotin,023-066-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Glutarex,Capsule,L-Glutathione,023-067-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,ALA,Capsule,Alpha Lipoic Acid,023-068-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Hypocol,Capsule,Red Yeast Rice Extract (Monakolin K 5%),023-069-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Muscle Max,Powder,Creatine Monohydrate,023-070-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Total Whey Protein Powder,Powder,Whey Protein Powder,023-071-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Acne Wash,Soap Bar,Neem Oil Extract 2% + Tea Tre Oil 1%,023-072-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Hi-Tar,Soap Bar,Archis Oil + Cade Oil + Coal Tar Oil / Pine Tar Oil,023-073-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Glutamax,Soap Bar,Glutathione,023-074-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Glow Fair,Soap Bar,Aloevera + Alpha Arbutin + Kojic Acid + Wheat Germ Oil,023-075-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Softto Neem,Soap Bar,Castor Oil + Neem Oil,023-088-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Karnim Plus,Capsule,Azadirachta Indica + Momordica Carantia Ext + Ocimum Sanctum + Picrorhiza Kurroa + Zingiber Officinale,023-087-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Recalit,Capsule,Bacopa Monnieri + Centella Asiatia,023-086-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,OvaCid,Capsule,"Haridra (Curcuma Longa) + Latakaranja + Sharapunkha + Shatapushpa/Dill + Shatavari (Aspargus recemosus) + Tankan Bhasma (Borax) + Trikatu-Sounth, Marich, Pippali",023-085-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,U-Gyanetone,Capsule,Ashok Chhal + Ashwagandha + Lodhra Chhal + Shatavari (Aspargus recemosus),023-084-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Valido,Capsule,Gokhru + Kaunch Beej,023-083-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,MP Lactogin,Capsule,Ashwagandha + Doodhi + Jivanti + Lasuna (Allium Sativum) + Methi Seed + Shatavari (Aspargus recemosus) + Vidharikand,023-082-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Lactomore,Tablet,Black Piper + Cowherb Seed + Shatavari Root + Silybum marianum ext of Milk Thistle + Trigonella Foenum Graecum + Turmeric rhizomet + Zingiber Officinale,023-081-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Edman 50,Tablet,Dehydroepiandrosterone,023-080-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Fertinatal-25,Tablet,Dehydroepiandrosterone,023-079-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Nephrodyl,Capsule,Bifidobacterium Longum + Inulin Prebiotic + Lactobacillus Acidophillus + Streptococcus Thermphilus + Xylo-oligosaccharide,023-076-94,Herbal,Not Specified
TOTAL HERBAL AND NUTRACEUTICALS,Bio ORS,ORS,Bifidobacterium bifidum + Bifidobacterium Breve + Bifidobacterium Infantis + Bifidobacterium Lactis + Bifidobacterium Longum + Glucose + Lactobabacillus Plantarum + Lactobacillus Acidophillus + Lactobacillus Bulgaricus + Lactobacillus Casei + Lactobacillu,023-077-94,Herbal,Not Specified
